time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Jaw,Teeth,Lips,RSI
2014-02-13T17:00:00-07:00,0.213899,0.37638,0.213899,0.37638,NaN,NaN,NaN,NaN,0.213899,0.37638,0.213899,0.37638,NaN,NaN,NaN,NaN
2014-02-14T17:00:00-07:00,0.37638,0.37638,0.221422,0.317603,NaN,NaN,NaN,NaN,0.213899,0.37638,0.213899,0.37638,NaN,NaN,NaN,NaN
2014-02-15T17:00:00-07:00,0.317603,0.456041,0.31124,0.45005,NaN,NaN,NaN,NaN,0.213899,0.37638,0.213899,0.37638,NaN,NaN,NaN,NaN
2014-02-16T17:00:00-07:00,0.45005,1.4946,0.406111,1.4946,NaN,NaN,NaN,NaN,0.406111,1.4946,0.406111,1.4946,NaN,NaN,NaN,NaN
2014-02-17T17:00:00-07:00,1.4946,1.4946,0.913297,0.922929,NaN,NaN,NaN,NaN,0.913297,1.4946,0.913297,1.4946,NaN,NaN,NaN,NaN
2014-02-18T17:00:00-07:00,0.922929,1.20776,0.8746,1.02226,NaN,NaN,NaN,NaN,0.8746,1.20776,0.8746,1.20776,NaN,NaN,NaN,NaN
2014-02-19T17:00:00-07:00,1.02226,1.23243,0.931691,1.10244,NaN,NaN,NaN,NaN,0.931691,1.23243,0.931691,1.23243,NaN,NaN,NaN,NaN
2014-02-20T17:00:00-07:00,1.10244,1.32097,1.03691,1.11878,NaN,NaN,NaN,NaN,1.03691,1.32097,1.03691,1.32097,NaN,NaN,0.626397,NaN
2014-02-21T17:00:00-07:00,1.11878,1.24774,0.991019,1.16962,NaN,NaN,NaN,NaN,1.03691,1.32097,1.03691,1.32097,NaN,NaN,0.7093536,NaN
2014-02-22T17:00:00-07:00,1.16962,3.36433,0.885977,1.10902,NaN,NaN,NaN,NaN,1.03691,1.32097,1.03691,1.32097,NaN,NaN,0.78389498,NaN
2014-02-23T17:00:00-07:00,1.10902,1.18782,0.506865,0.846068,NaN,NaN,NaN,NaN,0.506865,1.18782,0.506865,1.18782,NaN,NaN,0.8629039840000001,NaN
2014-02-24T17:00:00-07:00,0.846068,0.846068,0.578474,0.635261,NaN,NaN,NaN,NaN,0.578474,0.846068,0.578474,0.846068,NaN,NaN,0.9141990872000001,NaN
2014-02-25T17:00:00-07:00,0.635261,0.737365,0.505173,0.634943,NaN,NaN,NaN,NaN,0.505173,0.737365,0.505173,0.737365,NaN,0.8042706875,1.15638996976,NaN
