Date,Close
4/21/2022,0.0086
4/20/2022,0.0086
4/19/2022,0.0086
4/18/2022,0.0086
4/14/2022,0.0086
4/13/2022,0.0086
4/12/2022,0.0086
4/11/2022,0.0086
4/8/2022,0.0086
4/7/2022,0.0086
4/6/2022,0.0087
4/5/2022,0.0087
4/4/2022,0.0087
4/1/2022,0.0087
3/31/2022,0.0087
3/30/2022,0.0087
3/29/2022,0.0087
3/28/2022,0.0087
3/25/2022,0.0087
3/24/2022,0.0087
3/23/2022,0.0087
3/22/2022,0.0087
3/21/2022,0.0087
3/18/2022,0.0087
3/17/2022,0.0087
3/16/2022,0.0087
3/15/2022,0.0087
3/14/2022,0.0087
3/11/2022,0.0087
3/10/2022,0.0087
3/9/2022,0.0087
3/8/2022,0.0088
3/7/2022,0.0088
3/4/2022,0.0087
3/3/2022,0.0088
3/2/2022,0.0088
3/1/2022,0.0088
2/28/2022,0.0088
2/25/2022,0.0088
2/24/2022,0.0088
2/23/2022,0.0088
2/22/2022,0.0088
2/21/2022,0.0088
2/18/2022,0.0088
2/17/2022,0.0088
2/16/2022,0.0088
2/15/2022,0.0088
2/14/2022,0.0088
2/11/2022,0.0088
2/10/2022,0.0088
2/9/2022,0.0088
2/8/2022,0.0088
2/7/2022,0.0088
2/4/2022,0.0088
2/3/2022,0.0088
2/2/2022,0.0088
2/1/2022,0.0088
1/31/2022,0.0088
1/28/2022,0.0088
1/27/2022,0.0088
1/26/2022,0.0088
1/25/2022,0.0088
1/24/2022,0.0088
1/21/2022,0.0088
1/20/2022,0.0088
1/19/2022,0.0088
1/18/2022,0.0088
1/17/2022,0.0088
1/14/2022,0.0088
1/13/2022,0.0088
1/12/2022,0.0088
1/11/2022,0.0088
1/10/2022,0.0088
1/7/2022,0.0088
1/6/2022,0.0088
1/5/2022,0.0088
1/4/2022,0.0088
1/3/2022,0.0088
12/31/2021,0.0088
12/30/2021,0.0088
12/29/2021,0.0088
12/28/2021,0.0088
12/27/2021,0.0088
12/24/2021,0.0088
12/23/2021,0.0088
12/22/2021,0.0088
12/21/2021,0.0088
12/20/2021,0.0088
12/17/2021,0.0088
12/16/2021,0.0088
12/15/2021,0.0088
12/14/2021,0.0088
12/13/2021,0.0088
12/10/2021,0.0088
12/9/2021,0.0088
12/8/2021,0.0088
12/7/2021,0.0088
12/6/2021,0.0088
12/3/2021,0.0088
12/2/2021,0.0088
12/1/2021,0.0089
11/30/2021,0.0089
11/29/2021,0.0089
11/26/2021,0.0089
11/25/2021,0.0089
11/24/2021,0.0089
11/23/2021,0.0089
11/22/2021,0.0089
11/19/2021,0.0089
11/18/2021,0.0089
11/17/2021,0.0089
11/16/2021,0.0089
11/15/2021,0.0089
11/12/2021,0.0089
11/11/2021,0.0089
11/10/2021,0.0089
11/9/2021,0.0089
11/8/2021,0.0089
11/5/2021,0.0089
11/4/2021,0.0089
11/3/2021,0.0090
11/2/2021,0.0090
11/1/2021,0.0090
10/29/2021,0.0090
10/28/2021,0.0089
10/27/2021,0.0090
10/25/2021,0.0090
10/22/2021,0.0090
10/21/2021,0.0090
10/20/2021,0.0090
10/19/2021,0.0090
10/18/2021,0.0090
10/15/2021,0.0090
10/14/2021,0.0090
10/13/2021,0.0090
10/12/2021,0.0090
10/11/2021,0.0090
10/8/2021,0.0090
10/7/2021,0.0090
10/6/2021,0.0090
10/5/2021,0.0090
10/4/2021,0.0090
10/1/2021,0.0090
9/30/2021,0.0090
9/29/2021,0.0090
9/28/2021,0.0090
9/27/2021,0.0090
9/24/2021,0.0090
9/23/2021,0.0090
9/22/2021,0.0090
9/21/2021,0.0090
9/20/2021,0.0090
9/17/2021,0.0091
9/16/2021,0.0091
9/15/2021,0.0091
9/14/2021,0.0090
9/13/2021,0.0091
9/10/2021,0.0091
9/9/2021,0.0091
9/8/2021,0.0091
9/7/2021,0.0091
9/6/2021,0.0091
9/3/2021,0.0091
9/2/2021,0.0091
9/1/2021,0.0091
8/31/2021,0.0091
8/30/2021,0.0091
8/27/2021,0.0091
8/26/2021,0.0091
8/25/2021,0.0091
8/24/2021,0.0091
8/23/2021,0.0091
8/20/2021,0.0091
8/19/2021,0.0091
8/18/2021,0.0091
8/17/2021,0.0091
8/16/2021,0.0091
8/13/2021,0.0091
8/12/2021,0.0091
8/11/2021,0.0091
8/10/2021,0.0091
8/9/2021,0.0092
8/6/2021,0.0092
8/5/2021,0.0092
8/4/2021,0.0092
8/3/2021,0.0092
