time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Jaw,Teeth,Lips,RSI
2015-08-27T17:00:00-07:00,225.09,235.93,220.29,231.65,NaN,NaN,NaN,NaN,220.29,235.93,220.29,235.93,NaN,NaN,NaN,40.57437286185752
2015-08-28T17:00:00-07:00,231.76,233.9,226.67,230.54,NaN,NaN,NaN,NaN,220.29,235.93,220.29,235.93,NaN,NaN,NaN,40.002663915309014
2015-08-29T17:00:00-07:00,230.41,232.75,225.04,229,NaN,NaN,NaN,NaN,220.29,235.93,220.29,235.93,NaN,NaN,NaN,39.17786819501185
2015-08-30T17:00:00-07:00,229.04,232.49,224.39,229.86,NaN,NaN,NaN,NaN,224.39,232.49,224.39,232.49,NaN,NaN,229.0306199175403,39.92282213689711
2015-08-31T17:00:00-07:00,230.25,231.67,226.17,227.96,NaN,NaN,NaN,NaN,226.17,231.67,226.17,231.67,NaN,NaN,229.28149593403222,38.79236556904132
2015-09-01T17:00:00-07:00,227.97,230.77,226,229.18,NaN,NaN,NaN,NaN,226,230.77,226,230.77,NaN,235.9173455031334,229.2041967472258,39.967824984652765
2015-09-02T17:00:00-07:00,228.95,229.96,226.5,227.28,NaN,NaN,NaN,NaN,226.5,229.96,226.5,229.96,NaN,235.21330231524172,229.05135739778066,38.72066183660385
2015-09-03T17:00:00-07:00,227.24,231.4,226.33,230.52,NaN,NaN,NaN,NaN,226.33,231.4,226.33,231.4,NaN,234.4235145258365,229.02508591822453,42.04192146353379
2015-09-04T17:00:00-07:00,230.72,237.22,229.23,235.6,NaN,NaN,NaN,NaN,226.33,231.4,226.33,231.4,245.2180170102268,233.67557521010696,228.89706873457962,46.90125185101823
2015-09-05T17:00:00-07:00,235.39,244.2,235.02,240.28,NaN,NaN,NaN,NaN,226.33,231.4,226.33,231.4,244.06932339405552,233.0811283088436,228.76365498766373,50.97892233387777
2015-09-06T17:00:00-07:00,240.28,242.91,238.44,240.19,NaN,NaN,NaN,NaN,238.44,242.91,238.44,242.91,242.90206774835892,232.49411227023816,228.783923990131,50.89797367133452
2015-09-07T17:00:00-07:00,240.07,246.24,239.98,244.21,NaN,NaN,NaN,NaN,239.98,246.24,239.98,246.24,241.78960099848516,231.96109823645838,229.6721391921048,54.38231353830717
2015-09-08T17:00:00-07:00,244.04,244.22,237.01,238.35,NaN,NaN,NaN,NaN,237.01,244.22,237.01,244.22,240.79963169090937,231.5740859569011,231.6597113536838,48.9314486743993
2015-09-09T17:00:00-07:00,238.35,241.65,234.78,238.66,NaN,NaN,NaN,NaN,234.78,241.65,234.78,241.65,239.84466002237787,231.78045021228843,233.46276908294703,49.22140804681691
2015-09-10T17:00:00-07:00,238.57,240.94,237.5,240,NaN,NaN,NaN,NaN,237.5,240.94,237.5,240.94,238.9512246360411,232.75914393575238,235.39221526635765,50.528970229092955
2015-09-11T17:00:00-07:00,239.92,240,233.02,234.79,NaN,NaN,NaN,NaN,237.5,240.94,237.5,240.94,238.17536120249946,233.7486259437833,236.43677221308613,45.61117372685802
2015-09-12T17:00:00-07:00,234.79,236.09,228,229.66,NaN,NaN,NaN,NaN,237.5,240.94,237.5,240.94,237.79456418692254,234.9187977008104,236.79241777046892,41.34429746986505
2015-09-13T17:00:00-07:00,229.66,232.92,223.99,229.71,NaN,NaN,NaN,NaN,223.99,232.92,223.99,232.92,237.9342130956208,235.63082298820908,237.27793421637512,41.4018361810773
2015-09-14T17:00:00-07:00,229.84,231.21,226.5,230.03,NaN,NaN,NaN,NaN,226.5,231.21,226.5,231.21,238.14504285749612,235.95384511468293,237.12434737310008,41.79536101697421
2015-09-15T17:00:00-07:00,229.99,230.5,223,228.34,NaN,NaN,NaN,NaN,223,230.5,223,230.5,238.52696263768874,236.36211447534757,236.1084778984801,40.25770714950602
2015-09-16T17:00:00-07:00,228.34,235,227,232.17,NaN,NaN,NaN,NaN,227,235,227,235,238.6875808963281,236.3806001659291,234.57778231878405,45.179987931260676
2015-09-17T17:00:00-07:00,232.2,234.4,230.83,233.12,NaN,NaN,NaN,NaN,230.83,234.4,230.83,234.4,238.65122851968746,235.83865014518798,233.43322585502725,46.36052207942265
2015-09-18T17:00:00-07:00,233.24,233.76,229.89,230,NaN,NaN,NaN,NaN,230.83,234.4,230.83,234.4,238.69498017201917,234.91569387703947,232.09658068402177,43.07938346069609
2015-09-19T17:00:00-07:00,230,231.7,229,230.16,NaN,NaN,NaN,NaN,230.83,234.4,230.83,234.4,238.52690477417156,234.15810714240953,231.8772645472174,43.300999777857584
2015-09-20T17:00:00-07:00,230.1,230.15,225,226.15,NaN,NaN,NaN,NaN,225,230.15,225,230.15,238.02829671461993,233.23209374960834,232.02481163777392,39.18340688845013
2015-09-21T17:00:00-07:00,226.15,231.96,223.12,230.42,NaN,NaN,NaN,NaN,223.12,231.96,223.12,231.96,237.29188927503375,232.9530820309073,231.98484931021912,45.1631951853301
2015-09-22T17:00:00-07:00,230.08,231.5,228,229.42,NaN,NaN,NaN,NaN,228,231.5,228,231.5,236.64289779233883,232.91082177704388,231.6578794481753,44.07032940849528
2015-09-23T17:00:00-07:00,229.42,235.52,228.89,233.86,NaN,NaN,NaN,NaN,228.89,235.52,228.89,235.52,235.88190565446664,232.7750940549134,230.84130355854023,49.87052904032516
