Date,Close
2022-04-21,0.73194
2022-04-20,0.73355
2022-04-19,0.73087
2022-04-18,0.73341
2022-04-15,0.73637
2022-04-14,0.73687
2022-04-13,0.73388
2022-04-12,0.73295
2022-04-11,0.73243
2022-04-08,0.73330
2022-04-07,0.73444
2022-04-06,0.73485
2022-04-05,0.73550
2022-04-04,0.73704
2022-04-01,0.73690
2022-03-31,0.73751
2022-03-30,0.73921
2022-03-29,0.73727
2022-03-28,0.73456
2022-03-25,0.73617
2022-03-24,0.73650
2022-03-23,0.73637
2022-03-22,0.73710
2022-03-21,0.73651
2022-03-18,0.73720
2022-03-17,0.73865
2022-03-16,0.73569
2022-03-15,0.73189
2022-03-14,0.73141
2022-03-11,0.73286
2022-03-10,0.73551
2022-03-09,0.73599
2022-03-08,0.73192
2022-03-07,0.73350
2022-03-04,0.73417
2022-03-03,0.73713
2022-03-02,0.73788
2022-03-01,0.73636
2022-02-28,0.73784
2022-02-25,0.73861
2022-02-24,0.73757
2022-02-23,0.74264
2022-02-22,0.74287
2022-02-21,0.74253
2022-02-18,0.74284
2022-02-17,0.74430
2022-02-16,0.74385
2022-02-15,0.74319
2022-02-14,0.74219
2022-02-11,0.74084
2022-02-10,0.74272
2022-02-09,0.74509
2022-02-08,0.74338
2022-02-07,0.74414
2022-02-04,0.74292
2022-02-03,0.74405
2022-02-02,0.74210
2022-02-01,0.74141
2022-01-31,0.73985
2022-01-28,0.73718
2022-01-27,0.73914
2022-01-26,0.74176
2022-01-25,0.74368
2022-01-24,0.74203
2022-01-21,0.74331
2022-01-20,0.74210
2022-01-19,0.74136
2022-01-18,0.73994
2022-01-17,0.74131
2022-01-14,0.74010
2022-01-13,0.74234
2022-01-12,0.74294
2022-01-11,0.74036
2022-01-10,0.73664
2022-01-07,0.73688
2022-01-06,0.73471
2022-01-05,0.73649
2022-01-04,0.73700
2022-01-03,0.73850
2021-12-31,0.74139
2021-12-30,0.73900
2021-12-29,0.73886
2021-12-28,0.73790
2021-12-27,0.73664
2021-12-24,0.73505
2021-12-23,0.73576
2021-12-22,0.73417
2021-12-21,0.73294
2021-12-20,0.73089
2021-12-17,0.73024
2021-12-16,0.73149
2021-12-15,0.73228
2021-12-14,0.72974
2021-12-13,0.73071
2021-12-10,0.73098
2021-12-09,0.73250
2021-12-08,0.73413
2021-12-07,0.73105
2021-12-06,0.73048
2021-12-03,0.72767
2021-12-02,0.73011
2021-12-01,0.73176
2021-11-30,0.73126
2021-11-29,0.72995
2021-11-26,0.72830
2021-11-25,0.73092
2021-11-24,0.73007
2021-11-23,0.73203
2021-11-22,0.73193
2021-11-19,0.73405
2021-11-18,0.73716
2021-11-17,0.73758
2021-11-16,0.73684
2021-11-15,0.73880
2021-11-12,0.73855
2021-11-11,0.73827
2021-11-10,0.73883
2021-11-09,0.74161
2021-11-08,0.74192
2021-11-05,0.74047
2021-11-04,0.73983
2021-11-03,0.74185
2021-11-02,0.74129
2021-11-01,0.74122
2021-10-29,0.74067
2021-10-28,0.74381
2021-10-27,0.74140
2021-10-26,0.74202
2021-10-25,0.74218
2021-10-22,0.74146
2021-10-21,0.74203
2021-10-20,0.74419
2021-10-19,0.74335
2021-10-18,0.74092
2021-10-15,0.74146
2021-10-14,0.74146
2021-10-13,0.73978
2021-10-12,0.73690
2021-10-11,0.73770
2021-10-08,0.73735
2021-10-07,0.73591
2021-10-06,0.73579
2021-10-05,0.73651
2021-10-04,0.73649
2021-10-01,0.73516
2021-09-30,0.73543
2021-09-29,0.73349
2021-09-28,0.73602
2021-09-27,0.73840
2021-09-24,0.73800
2021-09-23,0.74078
2021-09-22,0.73844
2021-09-21,0.73918
2021-09-20,0.73915
2021-09-17,0.74086
2021-09-16,0.74290
2021-09-15,0.74563
2021-09-14,0.74403
2021-09-13,0.74444
2021-09-10,0.74429
2021-09-09,0.74392
2021-09-08,0.74279
2021-09-07,0.74273
2021-09-06,0.74481
2021-09-03,0.74543
2021-09-02,0.74480
2021-09-01,0.74365
2021-08-31,0.74324
2021-08-30,0.74308
2021-08-27,0.74288
2021-08-26,0.73716
2021-08-25,0.73913
2021-08-24,0.73818
2021-08-23,0.73721
2021-08-20,0.73271
2021-08-19,0.73274
2021-08-18,0.73468
2021-08-17,0.73388
2021-08-16,0.73723
2021-08-13,0.73788
2021-08-12,0.73635
2021-08-11,0.73701
2021-08-10,0.73538
2021-08-09,0.73632
2021-08-06,0.73787
2021-08-05,0.73999
2021-08-04,0.73998
2021-08-03,0.73988
2021-08-02,0.73840
2021-07-30,0.73798
2021-07-29,0.73910
2021-07-28,0.73707
2021-07-27,0.73467
2021-07-26,0.73556
2021-07-23,0.73315
2021-07-22,0.73498
2021-07-21,0.73325
2021-07-20,0.73182
2021-07-19,0.73242
2021-07-16,0.73662
2021-07-15,0.73821
2021-07-14,0.73878
2021-07-13,0.73730
2021-07-12,0.73957
2021-07-09,0.73978
2021-07-08,0.73899
2021-07-07,0.74099
2021-07-06,0.74141
2021-07-05,0.74314
2021-07-02,0.74227
2021-07-01,0.74132
2021-06-30,0.74262
2021-06-29,0.74307
2021-06-28,0.74446
2021-06-25,0.74462
2021-06-24,0.74392
2021-06-23,0.74229
2021-06-22,0.74364
2021-06-21,0.74307
2021-06-18,0.74169
2021-06-17,0.74359
2021-06-16,0.74806
2021-06-15,0.75318
2021-06-14,0.75384
2021-06-11,0.75384
2021-06-10,0.75501
2021-06-09,0.75463
2021-06-08,0.75504
2021-06-07,0.75529
2021-06-04,0.75486
2021-06-03,0.75244
2021-06-02,0.75601
2021-06-01,0.75515
2021-05-31,0.75643
2021-05-28,0.75560
2021-05-27,0.75496
2021-05-26,0.75407
2021-05-25,0.75375
2021-05-24,0.75297
2021-05-21,0.75055
2021-05-20,0.75094
2021-05-19,0.74845
2021-05-18,0.75118
2021-05-17,0.74805
2021-05-14,0.74986
2021-05-13,0.74915
2021-05-12,0.74955
2021-05-11,0.75418
2021-05-10,0.75378
2021-05-07,0.75441
2021-05-06,0.74990
2021-05-05,0.74859
2021-05-04,0.74825
2021-05-03,0.75196
2021-04-30,0.75102
2021-04-29,0.75369
2021-04-28,0.75450
2021-04-27,0.75390
2021-04-26,0.75420
2021-04-23,0.75335
2021-04-22,0.75207
2021-04-21,0.75244
2021-04-20,0.75214
2021-04-19,0.75171
2021-04-16,0.74921
2021-04-15,0.74912
2021-04-14,0.74833
2021-04-13,0.74567
2021-04-12,0.74553
2021-04-09,0.74533
2021-04-08,0.74592
2021-04-07,0.74525
2021-04-06,0.74668
2021-04-05,0.74519
2021-04-02,0.74268
2021-04-01,0.74300
2021-03-31,0.74316
2021-03-30,0.74178
2021-03-29,0.74106
2021-03-26,0.74223
2021-03-25,0.74129
2021-03-24,0.74218
2021-03-23,0.74230
2021-03-22,0.74543
2021-03-19,0.74445
2021-03-18,0.74408
2021-03-17,0.74614
2021-03-16,0.74269
2021-03-15,0.74191
2021-03-12,0.74353
2021-03-11,0.74641
2021-03-10,0.74414
2021-03-09,0.74421
2021-03-08,0.73985
2021-03-05,0.74449
2021-03-04,0.74761
2021-03-03,0.75020
2021-03-02,0.75113
2021-03-01,0.75258
2021-02-26,0.75038
2021-02-25,0.75417
2021-02-24,0.75773
2021-02-23,0.75701
2021-02-22,0.75638
2021-02-19,0.75463
2021-02-18,0.75362
2021-02-17,0.75241
2021-02-16,0.75303
2021-02-15,0.75564
2021-02-12,0.75440
2021-02-11,0.75449
2021-02-10,0.75267
2021-02-09,0.75410
2021-02-08,0.74999
2021-02-05,0.74886
2021-02-04,0.74755
2021-02-03,0.75002
2021-02-02,0.75053
2021-02-01,0.75015
2021-01-29,0.75227
2021-01-28,0.75212
2021-01-27,0.75238
2021-01-26,0.75476
2021-01-25,0.75292
2021-01-22,0.75214
2021-01-21,0.75573
2021-01-20,0.75470
2021-01-19,0.75219
2021-01-18,0.75104
2021-01-15,0.75147
2021-01-14,0.75431
2021-01-13,0.75348
2021-01-12,0.75564
2021-01-11,0.75126
2021-01-08,0.75435
2021-01-07,0.75482
2021-01-06,0.75873
2021-01-05,0.75882
2021-01-04,0.75708
2020-12-31,0.75662
2020-12-30,0.75519
2020-12-29,0.75340
2020-12-28,0.75167
2020-12-24,0.75212
2020-12-23,0.75158
2020-12-22,0.74807
2020-12-21,0.74962
2020-12-18,0.75269
2020-12-17,0.75404
2020-12-16,0.75205
2020-12-15,0.75037
2020-12-14,0.74894
2020-12-11,0.74768
2020-12-10,0.74877
2020-12-09,0.74632
2020-12-08,0.74654
2020-12-07,0.74807
2020-12-04,0.74865
2020-12-03,0.74843
2020-12-02,0.74706
2020-12-01,0.74716
2020-11-30,0.74527
2020-11-27,0.74693
2020-11-26,0.74676
2020-11-25,0.74619
2020-11-24,0.74496
2020-11-23,0.74352
2020-11-20,0.74422
2020-11-19,0.74357
2020-11-18,0.74491
2020-11-17,0.74466
2020-11-16,0.74321
2020-11-13,0.74191
2020-11-12,0.74065
2020-11-11,0.74096
2020-11-10,0.74164
2020-11-09,0.74214
2020-11-06,0.74143
2020-11-05,0.74065
2020-11-04,0.73629
2020-11-03,0.73404
2020-11-02,0.73178
2020-10-30,0.73179
2020-10-29,0.73136
2020-10-28,0.73234
2020-10-27,0.73488
2020-10-26,0.73441
2020-10-23,0.73609
2020-10-22,0.73687
2020-10-21,0.73830
2020-10-20,0.73659
2020-10-19,0.73635
2020-10-16,0.73604
2020-10-15,0.73523
2020-10-14,0.73663
2020-10-13,0.73515
2020-10-12,0.73680
2020-10-09,0.73790
2020-10-08,0.73620
2020-10-07,0.73540
2020-10-06,0.73354
2020-10-05,0.73506
2020-10-02,0.73286
2020-10-01,0.73332
2020-09-30,0.73180
2020-09-29,0.72958
2020-09-28,0.72828
2020-09-25,0.72567
2020-09-24,0.72646
2020-09-23,0.72810
2020-09-22,0.73126
2020-09-21,0.73402
2020-09-18,0.73534
2020-09-17,0.73677
2020-09-16,0.73589
2020-09-15,0.73458
2020-09-14,0.73281
2020-09-11,0.73071
2020-09-10,0.72988
2020-09-09,0.73172
2020-09-08,0.72937
2020-09-07,0.73153
2020-09-04,0.73243
2020-09-03,0.73272
2020-09-02,0.73389
2020-09-01,0.73440
2020-08-31,0.73497
2020-08-28,0.73618
2020-08-27,0.73177
2020-08-26,0.73223
2020-08-25,0.73093
2020-08-24,0.72945
2020-08-21,0.72891
2020-08-20,0.73136
2020-08-19,0.72948
2020-08-18,0.73275
2020-08-17,0.73086
2020-08-14,0.72935
2020-08-13,0.72831
2020-08-12,0.72867
2020-08-11,0.72803
2020-08-10,0.72772
2020-08-07,0.72842
2020-08-06,0.73047
2020-08-05,0.72979
2020-08-04,0.72817
2020-08-03,0.72658
2020-07-31,0.72723
2020-07-30,0.72863
2020-07-29,0.72786
2020-07-28,0.72501
2020-07-27,0.72515
2020-07-24,0.72313
2020-07-23,0.72142
2020-07-22,0.72160
2020-07-21,0.72280
2020-07-20,0.71991
2020-07-17,0.71922
2020-07-16,0.71806
2020-07-15,0.71968
2020-07-14,0.71831
2020-07-13,0.71909
2020-07-10,0.71890
2020-07-09,0.71819
2020-07-08,0.71872
2020-07-07,0.71672
2020-07-06,0.71825
2020-07-03,0.71672
2020-07-02,0.71687
2020-07-01,0.71735
2020-06-30,0.71735
2020-06-29,0.71757
2020-06-26,0.71742
2020-06-25,0.71856
2020-06-24,0.71762
2020-06-23,0.71881
2020-06-22,0.71806
2020-06-19,0.71536
2020-06-18,0.71716
2020-06-17,0.71752
2020-06-16,0.71683
2020-06-15,0.71847
2020-06-12,0.71798
2020-06-11,0.71766
2020-06-10,0.72275
2020-06-09,0.71939
2020-06-08,0.72032
2020-06-05,0.71741
2020-06-04,0.71507
2020-06-03,0.71524
2020-06-02,0.71407
2020-06-01,0.71024
2020-05-29,0.70788
2020-05-28,0.70519
2020-05-27,0.70412
2020-05-26,0.70583
2020-05-25,0.70201
2020-05-22,0.70156
2020-05-21,0.70529
