time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Jaw,Teeth,Lips,RSI
2015-07-23T17:00:00-07:00,0.57496,0.58414,0.564747,0.577597,NaN,NaN,NaN,NaN,0.564747,0.58414,0.564747,0.58414,NaN,NaN,NaN,57.61542873825307
2015-07-24T17:00:00-07:00,0.577597,0.58542,0.562277,0.566293,NaN,NaN,NaN,NaN,0.564747,0.58414,0.564747,0.58414,NaN,NaN,NaN,54.99056157869147
2015-07-25T17:00:00-07:00,0.566293,0.599931,0.556801,0.579924,NaN,NaN,NaN,NaN,0.564747,0.58414,0.564747,0.58414,NaN,NaN,NaN,57.50470272290097
2015-07-26T17:00:00-07:00,0.579924,0.608992,0.576751,0.598432,NaN,NaN,NaN,NaN,0.576751,0.608992,0.576751,0.608992,NaN,NaN,0.5608052676235278,60.71352443078081
2015-07-27T17:00:00-07:00,0.598432,0.617435,0.59096,0.612134,NaN,NaN,NaN,NaN,0.59096,0.617435,0.59096,0.617435,NaN,NaN,0.5634139140988222,62.944363048116486
2015-07-28T17:00:00-07:00,0.612134,0.616071,0.586698,0.589331,NaN,NaN,NaN,NaN,0.586698,0.616071,0.586698,0.616071,NaN,0.55201563848938,0.5664043312790578,57.13024460006142
2015-07-29T17:00:00-07:00,0.589331,0.589967,0.571579,0.58328,NaN,NaN,NaN,NaN,0.571579,0.589967,0.571579,0.589967,NaN,0.5547447461782075,0.5716977650232462,55.6609875328724
2015-07-30T17:00:00-07:00,0.58328,0.58328,0.567324,0.574596,NaN,NaN,NaN,NaN,0.567324,0.58328,0.567324,0.58328,NaN,0.5576974029059315,0.5781977120185969,53.5331811763616
2015-07-31T17:00:00-07:00,0.574596,0.591867,0.562362,0.58539,NaN,NaN,NaN,NaN,0.567324,0.58328,0.567324,0.58328,0.5411352706160496,0.56209416504269,0.5828350696148775,55.79520838544296
2015-08-01T17:00:00-07:00,0.58539,0.622921,0.573222,0.622921,NaN,NaN,NaN,NaN,0.567324,0.58328,0.567324,0.58328,0.5436516728763535,0.5673570819123538,0.5824226556919021,62.61066596454171
2015-08-02T17:00:00-07:00,0.622921,0.626241,0.597229,0.59816,NaN,NaN,NaN,NaN,0.597229,0.626241,0.597229,0.626241,0.5463220057320186,0.5716105091733096,0.5809985245535216,56.429189613198275
2015-08-03T17:00:00-07:00,0.59816,0.619417,0.586044,0.619417,NaN,NaN,NaN,NaN,0.586044,0.619417,0.586044,0.619417,0.5499027360603249,0.5727558205266459,0.5802217196428173,60.073563414942534
2015-08-04T17:00:00-07:00,0.619417,0.621639,0.605945,0.619877,NaN,NaN,NaN,NaN,0.605945,0.621639,0.605945,0.621639,0.5540792563633767,0.5730740929608151,0.5837916757142538,60.151238662701424
2015-08-05T17:00:00-07:00,0.619877,0.745431,0.618616,0.735735,NaN,NaN,NaN,NaN,0.618616,0.745431,0.618616,0.745431,0.5577181212585016,0.5735791438407132,0.5893803405714031,73.91559504397583
2015-08-06T17:00:00-07:00,0.735735,0.750604,0.680425,0.735176,NaN,NaN,NaN,NaN,0.680425,0.750604,0.680425,0.750604,0.559491573469386,0.576640688360624,0.5920503724571224,73.78317038631022
2015-08-07T17:00:00-07:00,0.735176,0.743313,0.679116,0.679116,NaN,NaN,NaN,NaN,0.680425,0.750604,0.680425,0.750604,0.5607077601255871,0.581027477315546,0.596398697965698,61.82135096972228
2015-08-08T17:00:00-07:00,0.679116,0.695889,0.63608,0.683927,NaN,NaN,NaN,NaN,0.680425,0.750604,0.680425,0.750604,0.5619698170390035,0.5837403551511028,0.6135236583725584,62.38494780386346
2015-08-09T17:00:00-07:00,0.683927,0.6963,0.661842,0.661842,NaN,NaN,NaN,NaN,0.661842,0.6963,0.661842,0.6963,0.5647468695744647,0.5874968107572149,0.6339218266980466,58.141845244182
2015-08-10T17:00:00-07:00,0.661842,0.661842,0.604018,0.604655,NaN,NaN,NaN,NaN,0.604018,0.661842,0.604018,0.661842,0.5683613411456597,0.599312646912563,0.6493803613584374,48.8724317465075
2015-08-11T17:00:00-07:00,0.604655,0.650908,0.604651,0.628718,NaN,NaN,NaN,NaN,0.604651,0.650908,0.604651,0.650908,0.5710051225959936,0.6138378785484927,0.6527011890867499,52.31721719934108
2015-08-12T17:00:00-07:00,0.628718,0.634254,0.580046,0.580276,NaN,NaN,NaN,NaN,0.580046,0.634254,0.580046,0.634254,0.5742964208578403,0.626009956229931,0.6579751512693999,45.64919358901063
2015-08-13T17:00:00-07:00,0.580276,0.614171,0.561906,0.608425,NaN,NaN,NaN,NaN,0.561906,0.614171,0.561906,0.614171,0.582583119253391,0.6310067742011898,0.6529661210155199,49.663933002535614
2015-08-14T17:00:00-07:00,0.608425,0.634652,0.608425,0.61404,NaN,NaN,NaN,NaN,0.561906,0.614171,0.561906,0.614171,0.5928086100800533,0.6370148024260411,0.6479287968124159,50.45019055654469
