time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Jaw,Teeth,Lips,RSI
2010-03-02T07:30:00-07:00,1117.01,1123.46,1116.51,1118.31,1116.51,1123.46,1116.51,1123.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.44737469739491
2010-03-03T07:30:00-07:00,1119.36,1125.64,1116.58,1118.79,1116.58,1125.64,1116.58,1125.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.63874169921958
2010-03-04T07:30:00-07:00,1119.12,1123.73,1116.66,1122.97,1116.66,1123.73,1116.66,1123.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.35119378352418
2010-03-05T07:30:00-07:00,1125.12,1139.38,1125.12,1138.69,1125.12,1139.38,1125.12,1139.38,NaN,NaN,NaN,NaN,NaN,NaN,1103.9234744465825,66.04485046873302
2010-03-08T07:30:00-07:00,1138.4,1141.05,1136.77,1138.5,1136.77,1141.05,1136.77,1141.05,NaN,NaN,NaN,NaN,NaN,NaN,1107.3607795572661,65.92163226998552
2010-03-09T07:30:00-07:00,1137.56,1145.37,1134.9,1140.44,1134.9,1145.37,1134.9,1145.37,NaN,NaN,NaN,NaN,NaN,1100.0224039855223,1109.927623645813,66.60669155333805
2010-03-10T07:30:00-07:00,1140.22,1148.26,1140.09,1145.61,1140.09,1148.26,1140.09,1148.26,NaN,NaN,NaN,NaN,NaN,1102.658353487332,1114.3920989166504,68.42816439495121
2010-03-11T07:30:00-07:00,1143.96,1150.24,1138.99,1150.24,1138.99,1150.24,1138.99,1150.24,NaN,NaN,NaN,NaN,NaN,1104.8504343014156,1119.2956791333204,70.00603802833135
2010-03-12T07:30:00-07:00,1151.71,1153.41,1146.97,1149.99,1146.97,1153.41,1146.97,1153.41,NaN,NaN,NaN,NaN,1099.222497437262,1108.2753800137386,1123.4635433066564,69.80318042133388
2010-03-15T06:30:00-07:00,1148.53,1150.98,1141.45,1150.51,1141.45,1150.98,1141.45,1150.98,NaN,NaN,NaN,NaN,1100.9061514805496,1112.1047075120214,1127.605834645325,69.9979204256952
2010-03-16T06:30:00-07:00,1150.82,1160.28,1150.35,1159.46,1150.35,1160.28,1150.35,1160.28,NaN,NaN,NaN,NaN,1102.389909058969,1115.6084940730186,1131.0076677162601,73.20132418803769
2010-03-17T06:30:00-07:00,1159.93,1169.84,1159.93,1166.21,1159.93,1169.84,1159.93,1169.84,NaN,NaN,NaN,NaN,1104.686839131356,1119.1793073138913,1134.8441341730081,75.33988154183663
2010-03-18T06:30:00-07:00,1166.13,1167.77,1161.16,1165.82,1161.16,1167.77,1161.16,1167.77,NaN,NaN,NaN,NaN,1107.3193899674056,1122.358768899655,1137.1183073384066,74.96763822123229
2010-03-19T06:30:00-07:00,1166.68,1169.2,1155.33,1159.9,1155.33,1169.2,1155.33,1169.2,NaN,NaN,NaN,NaN,1109.8436676622207,1125.837672787198,1140.7576458707251,69.36510056809087
2010-03-22T06:30:00-07:00,1157.82,1167.82,1152.88,1165.81,1152.88,1167.82,1152.88,1167.82,NaN,NaN,NaN,NaN,1112.4845393805115,1128.3848386887983,1145.5831166965802,71.64342315105449
2010-03-23T06:30:00-07:00,1166.47,1174.72,1163.83,1174.17,1163.83,1174.72,1163.83,1174.72,NaN,NaN,NaN,NaN,1114.956113274318,1131.7511088526985,1149.3594933572642,74.52909302577436
2010-03-24T06:30:00-07:00,1172.69,1173.04,1166.01,1167.72,1166.01,1173.04,1166.01,1173.04,NaN,NaN,NaN,NaN,1117.6664122532168,1135.8928452461112,1151.9405946858114,68.7186952029422
2010-03-25T06:30:00-07:00,1170.03,1180.69,1165.09,1165.73,1165.09,1180.69,1165.09,1180.69,NaN,NaN,NaN,NaN,1119.8624574645078,1139.4643645903473,1153.6224757486493,66.98358733134162
2010-03-26T06:30:00-07:00,1167.57,1173.93,1161.48,1166.59,1161.48,1173.93,1161.48,1173.93,NaN,NaN,NaN,NaN,1122.589576121084,1142.3144440165538,1156.7529805989193,67.36706298485964
2010-03-29T06:30:00-07:00,1167.71,1174.85,1167.71,1173.32,1167.71,1174.85,1167.71,1174.85,NaN,NaN,NaN,NaN,1125.843070265616,1144.5688885144846,1159.3073844791354,70.2765011947014
2010-03-30T06:30:00-07:00,1173.75,1177.83,1168.92,1173.27,1168.92,1177.83,1168.92,1177.83,NaN,NaN,NaN,NaN,1128.8139879374917,1147.657152450174,1162.0239075833083,70.22640634891223
2010-03-31T06:30:00-07:00,1171.75,1174.56,1165.77,1169.43,1165.77,1174.56,1165.77,1174.56,NaN,NaN,NaN,NaN,1131.3871427115307,1150.3906333939021,1163.1601260666466,66.31663553043566
2010-04-01T06:30:00-07:00,1171.23,1181.43,1170.69,1178.1,1170.69,1181.43,1170.69,1181.43,NaN,NaN,NaN,NaN,1133.6150548106436,1153.2030542196644,1164.7841008533173,70.33270618668638
2010-04-05T06:30:00-07:00,1178.71,1187.73,1178.71,1187.44,1178.71,1187.73,1178.71,1187.73,NaN,NaN,NaN,NaN,1136.3581275175172,1155.0157974422063,1166.502280682654,73.93774782429367
2010-04-06T06:30:00-07:00,1186.01,1191.8,1182.77,1189.43,1182.77,1191.8,1182.77,1191.8,NaN,NaN,NaN,NaN,1138.909425400785,1157.0488227619305,1167.234824546123,74.64470309443396
2010-04-07T06:30:00-07:00,1188.23,1189.6,1177.25,1182.44,1177.25,1189.6,1177.25,1189.6,NaN,NaN,NaN,NaN,1141.5233157545708,1159.0895949166893,1168.9998596368982,67.69820486752565
2010-04-08T06:30:00-07:00,1181.75,1188.55,1175.12,1186.43,1175.12,1188.55,1175.12,1188.55,NaN,NaN,NaN,NaN,1143.5372914657578,1160.474020552103,1171.8438877095186,69.44609473703171
2010-04-09T06:30:00-07:00,1187.47,1194.66,1187.15,1194.37,1187.15,1194.66,1187.15,1194.66,NaN,NaN,NaN,NaN,1145.671345968392,1162.42226798309,1174.9321101676148,72.62104263314879
